,status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
649,yes,0,owner,48,42,separated,yes_rec,fixed,60,119.0,15000.0,0.0,800,800
650,no,19,parents,60,49,single,no_rec,fixed,35,90.0,0.0,0.0,1600,1636
651,no,19,priv,60,55,married,no_rec,fixed,45,118.0,4000.0,0.0,1300,1661
652,no,0,parents,36,56,married,yes_rec,fixed,35,102.0,6000.0,0.0,1000,1606
653,yes,1,parents,48,18,single,no_rec,partime,35,130.0,2500.0,600.0,1280,1285
654,no,17,parents,36,43,married,no_rec,fixed,75,200.0,0.0,0.0,1000,2355
655,no,3,priv,48,39,separated,no_rec,freelance,35,250.0,4000.0,1500.0,700,839
656,no,9,owner,60,51,married,no_rec,fixed,90,85.0,4000.0,0.0,1380,1580
657,no,1,owner,36,20,single,no_rec,partime,35,139.0,4000.0,0.0,375,425
658,no,5,rent,36,39,married,yes_rec,fixed,100,250.0,0.0,0.0,1400,3959
659,no,2,owner,12,44,married,no_rec,fixed,90,160.0,7500.0,0.0,500,1706
660,no,10,rent,48,36,married,no_rec,fixed,80,200.0,0.0,0.0,978,1338
661,no,10,owner,60,35,married,no_rec,fixed,60,140.0,4000.0,0.0,1000,1578
662,no,7,rent,60,38,married,no_rec,freelance,107,320.0,1500.0,0.0,1050,1092
663,no,1,owner,60,29,married,yes_rec,fixed,60,111.0,4000.0,2000.0,750,856
664,yes,4,parents,48,25,single,no_rec,fixed,35,73.0,0.0,0.0,700,814
665,no,18,rent,60,53,married,no_rec,fixed,71,107.0,4000.0,0.0,1300,1450
666,no,5,rent,48,36,married,yes_rec,freelance,72,120.0,100000.0,0.0,775,950
667,no,18,owner,18,50,married,no_rec,fixed,60,75.0,3000.0,0.0,280,434
668,no,10,owner,24,42,married,no_rec,freelance,75,70.0,4600.0,0.0,500,1104
669,no,14,owner,60,39,married,no_rec,fixed,105,129.0,3500.0,1200.0,750,1888
670,no,2,other,60,20,single,no_rec,fixed,35,165.0,2000.0,0.0,1000,1275
671,yes,2,rent,60,28,married,no_rec,fixed,74,138.0,0.0,0.0,1400,1400
672,no,15,priv,60,33,single,no_rec,fixed,35,163.0,5000.0,0.0,1000,2244
673,no,0,parents,60,31,married,no_rec,others,75,37.0,0.0,0.0,1500,2084
674,no,16,owner,36,57,married,no_rec,fixed,60,154.0,4000.0,130.0,700,1090
675,no,15,rent,60,39,married,no_rec,freelance,60,145.0,5000.0,0.0,1300,1625
676,no,29,owner,12,53,married,no_rec,fixed,45,145.0,27000.0,0.0,500,1230
677,yes,1,owner,48,42,married,yes_rec,freelance,75,200.0,9000.0,4500.0,1400,1700
678,yes,6,rent,60,41,divorced,yes_rec,fixed,55,97.0,7000.0,5000.0,1900,2260
679,no,5,rent,36,46,married,no_rec,fixed,82,223.0,0.0,0.0,450,650
680,no,20,owner,48,60,married,no_rec,freelance,35,142.0,12000.0,0.0,500,1154
681,no,1,owner,60,61,married,yes_rec,freelance,45,0.0,97000.0,2900.0,1200,2154
682,no,19,ignore,36,43,married,no_rec,fixed,75,110.0,2000.0,300.0,700,1553
683,yes,2,owner,36,22,single,no_rec,freelance,35,0.0,11000.0,0.0,375,450
684,yes,4,rent,60,38,married,no_rec,fixed,79,188.0,3000.0,1500.0,1350,1624
685,no,4,parents,36,28,married,no_rec,fixed,35,173.0,0.0,0.0,1000,1300
686,yes,1,rent,36,28,married,yes_rec,fixed,47,122.0,0.0,0.0,950,1100
687,yes,2,other,48,29,single,no_rec,fixed,35,105.0,0.0,0.0,1600,2074
688,no,4,rent,60,30,married,no_rec,fixed,60,147.0,5500.0,2000.0,1700,1719
689,no,10,owner,60,34,married,no_rec,fixed,75,110.0,2500.0,300.0,1150,1367
690,no,13,parents,60,27,married,no_rec,fixed,60,100.0,0.0,0.0,950,1152
691,no,4,owner,60,34,single,no_rec,others,45,75.0,2500.0,0.0,1150,1497
692,yes,1,parents,48,19,single,no_rec,fixed,35,70.0,0.0,0.0,1000,1075
693,no,3,other,48,39,married,no_rec,freelance,60,50.0,5000.0,0.0,900,1177
694,no,6,owner,48,55,married,no_rec,freelance,45,74.0,16000.0,1500.0,2000,3753
695,yes,2,other,36,30,single,no_rec,fixed,35,55.0,0.0,0.0,950,1316
696,no,40,owner,60,54,married,yes_rec,fixed,45,220.0,13500.0,0.0,1543,1668
697,no,8,rent,36,33,married,no_rec,fixed,78,175.0,0.0,0.0,1000,1187
698,yes,3,parents,48,26,married,no_rec,freelance,35,0.0,3500.0,0.0,150,816
699,no,10,owner,60,50,married,no_rec,freelance,35,0.0,3500.0,0.0,700,985
700,no,1,parents,12,24,single,no_rec,fixed,35,128.0,0.0,0.0,300,1056
701,no,14,owner,18,37,married,no_rec,fixed,60,215.0,7000.0,0.0,600,1661
702,yes,3,owner,60,33,separated,no_rec,freelance,35,0.0,6000.0,0.0,950,950
703,no,2,owner,36,30,married,no_rec,fixed,45,350.0,4000.0,0.0,800,1800
704,no,10,owner,48,50,married,no_rec,freelance,45,128.0,11500.0,0.0,500,1195
705,no,10,owner,60,33,married,no_rec,fixed,75,364.0,60000.0,0.0,1300,1804
706,no,5,owner,36,27,married,no_rec,freelance,45,0.0,0.0,0.0,1000,1622
707,yes,0,other,36,49,married,yes_rec,freelance,60,0.0,0.0,0.0,1000,1800
708,yes,6,rent,48,37,married,no_rec,fixed,77,170.0,0.0,0.0,887,887
709,no,36,owner,60,61,married,no_rec,fixed,45,154.0,4000.0,0.0,1350,1650
710,no,13,owner,60,27,married,no_rec,fixed,60,112.0,3000.0,1485.0,800,1200
711,yes,10,owner,24,53,married,yes_rec,fixed,60,60.0,3000.0,0.0,1750,2038
712,no,1,owner,60,28,married,no_rec,fixed,45,133.0,5000.0,9000.0,700,1175
713,yes,15,rent,36,43,married,no_rec,freelance,75,0.0,15000.0,2000.0,1100,1720
714,no,2,owner,60,43,married,no_rec,partime,45,0.0,16000.0,0.0,1000,1490
715,no,3,owner,54,33,married,no_rec,fixed,75,366.0,7000.0,0.0,500,1116
716,yes,1,rent,54,36,married,no_rec,fixed,70,99.0,0.0,0.0,950,950
717,no,9,parents,60,32,married,no_rec,freelance,75,160.0,2000.0,0.0,1200,1541
718,no,20,owner,12,47,married,no_rec,freelance,90,400.0,15000.0,1000.0,800,2335
719,no,8,owner,24,32,married,no_rec,fixed,60,77.0,4000.0,0.0,350,865
720,no,2,priv,48,26,single,no_rec,fixed,35,133.0,3000.0,0.0,1000,1114
721,no,12,owner,60,27,married,no_rec,fixed,35,167.0,4000.0,0.0,1000,1537
722,no,10,rent,36,47,single,no_rec,partime,86,114.0,3500.0,0.0,400,872
723,no,11,owner,60,44,married,yes_rec,fixed,60,130.0,3500.0,0.0,1400,1731
724,no,30,rent,6,49,married,yes_rec,freelance,81,208.0,2000.0,0.0,800,1804
725,no,17,parents,36,33,separated,yes_rec,fixed,35,96.0,0.0,0.0,475,475
726,no,12,owner,36,46,married,yes_rec,fixed,60,117.0,3000.0,0.0,825,1325
727,no,1,owner,48,28,married,no_rec,fixed,45,116.0,4000.0,1857.0,1100,1173
728,no,1,parents,60,22,single,no_rec,fixed,35,90.0,0.0,0.0,1250,1590
729,yes,5,parents,24,26,single,yes_rec,fixed,35,104.0,0.0,0.0,1000,1314
730,no,5,priv,48,43,married,yes_rec,fixed,75,136.0,2500.0,500.0,940,1133
731,yes,25,parents,60,64,married,yes_rec,fixed,45,130.0,0.0,0.0,2047,2946
732,yes,10,owner,36,46,married,yes_rec,freelance,90,200.0,3000.0,0.0,2000,2985
733,no,17,owner,36,43,married,no_rec,fixed,60,250.0,9000.0,0.0,1000,1204
734,yes,10,priv,18,45,married,yes_rec,freelance,35,47.0,4000.0,350.0,375,475
735,no,15,priv,60,30,married,no_rec,fixed,60,140.0,4000.0,1680.0,400,1320
736,no,3,rent,36,34,single,no_rec,fixed,41,63.0,30000.0,0.0,625,921
737,no,0,parents,36,24,single,no_rec,freelance,45,0.0,250000.0,0.0,700,1214
738,no,8,rent,48,29,married,no_rec,fixed,42,70.0,0.0,0.0,1100,2111
739,no,15,owner,60,48,separated,no_rec,fixed,45,150.0,21000.0,0.0,1150,1579
740,yes,1,rent,24,24,single,no_rec,partime,42,65.0,0.0,0.0,750,1192
741,no,7,rent,60,30,married,no_rec,fixed,42,73.0,0.0,0.0,950,1169
742,no,1,other,60,23,single,no_rec,partime,35,70.0,0.0,0.0,1050,1190
743,no,36,owner,48,58,married,no_rec,fixed,45,100.0,5500.0,108.0,700,1291
744,no,14,owner,36,39,married,no_rec,fixed,60,167.0,5000.0,0.0,1350,1355
745,yes,2,owner,60,26,single,no_rec,freelance,35,0.0,10000.0,4800.0,1600,1911
746,yes,5,owner,12,27,married,no_rec,fixed,45,86.0,2500.0,0.0,1000,1600
747,no,5,owner,42,33,married,yes_rec,fixed,45,140.0,22000.0,2500.0,1200,1888
748,no,25,owner,18,40,married,no_rec,freelance,75,0.0,5000.0,1600.0,375,375
749,no,26,owner,36,46,married,no_rec,fixed,45,184.0,5000.0,0.0,1000,1535
750,yes,2,parents,60,22,single,yes_rec,fixed,35,110.0,0.0,0.0,1360,1435
751,yes,3,owner,60,23,single,no_rec,partime,35,71.0,1500.0,0.0,1150,1386
752,no,1,owner,36,51,married,no_rec,fixed,75,300.0,6000.0,0.0,1450,1992
753,yes,0,owner,60,32,married,no_rec,others,45,77.0,4000.0,0.0,1750,2200
754,yes,15,owner,60,31,married,yes_rec,fixed,45,96.0,4000.0,0.0,960,1031
755,no,1,parents,60,30,married,no_rec,freelance,60,93.0,0.0,0.0,1600,1647
756,yes,4,rent,48,26,single,no_rec,freelance,50,150.0,0.0,0.0,1100,1335
757,yes,12,other,60,36,married,yes_rec,fixed,60,99.0,0.0,0.0,750,790
758,no,1,owner,18,27,married,no_rec,partime,45,149.0,2000.0,0.0,700,818
759,yes,10,owner,60,27,married,no_rec,fixed,45,120.0,5000.0,2000.0,1570,1914
760,no,3,priv,60,54,married,no_rec,fixed,45,134.0,2000.0,0.0,1100,1286
761,yes,1,parents,36,31,married,no_rec,fixed,35,61.0,4000.0,0.0,700,800
762,no,11,owner,60,28,married,no_rec,fixed,45,78.0,4000.0,0.0,850,978
763,yes,0,parents,36,23,single,no_rec,fixed,35,200.0,0.0,0.0,1100,2095
764,no,2,owner,36,53,married,no_rec,freelance,35,71.0,5000.0,0.0,800,1615
765,yes,12,rent,48,47,married,no_rec,freelance,75,300.0,0.0,0.0,2000,2196
766,no,7,rent,60,40,married,yes_rec,freelance,76,164.0,3000.0,0.0,800,1032
767,no,2,owner,18,37,married,no_rec,fixed,90,90.0,1500.0,0.0,400,1166
768,yes,2,parents,48,20,single,no_rec,fixed,105,130.0,2500.0,0.0,1750,1998
769,yes,0,ignore,60,26,married,no_rec,partime,45,150.0,5000.0,0.0,1300,1429
770,no,3,parents,60,23,single,no_rec,fixed,35,107.0,0.0,0.0,800,1111
771,no,8,owner,24,46,married,no_rec,fixed,75,200.0,5000.0,0.0,740,2095
772,no,11,owner,60,30,married,yes_rec,fixed,35,110.0,4000.0,62.0,1100,1347
773,yes,0,parents,36,23,single,yes_rec,partime,35,66.0,0.0,0.0,1000,1200
774,no,8,other,48,30,married,no_rec,fixed,75,156.0,0.0,0.0,1100,1310
775,yes,2,other,60,22,married,yes_rec,fixed,60,125.0,0.0,0.0,1100,1281
776,no,3,owner,48,26,married,no_rec,fixed,45,165.0,4000.0,600.0,950,1490
777,yes,16,rent,60,40,married,no_rec,freelance,82,71.0,0.0,0.0,2000,2250
778,yes,9,rent,60,30,single,no_rec,fixed,48,126.0,0.0,0.0,600,1054
779,yes,4,parents,60,26,single,no_rec,fixed,35,52.0,0.0,0.0,1050,1372
780,yes,3,parents,60,23,single,no_rec,fixed,35,62.0,0.0,0.0,1100,1300
781,yes,0,owner,48,52,married,yes_rec,others,90,245.0,3850.0,2432.0,1520,1670
782,no,15,parents,60,35,single,no_rec,fixed,45,226.0,6000.0,2200.0,1350,1609
783,yes,0,owner,48,21,single,no_rec,partime,60,160.0,2500.0,0.0,1220,1598
784,yes,10,priv,60,44,married,no_rec,freelance,60,70.0,15000.0,2880.0,1150,1297
785,no,5,owner,60,32,married,no_rec,freelance,60,140.0,4000.0,1000.0,1350,1650
786,no,1,rent,60,54,married,no_rec,others,54,87.0,8000.0,0.0,1000,1202
787,no,2,priv,24,51,married,no_rec,freelance,45,0.0,10500.0,0.0,600,943
788,yes,15,owner,60,32,married,no_rec,fixed,60,105.0,7000.0,3700.0,1200,1204
789,no,20,owner,48,39,married,no_rec,freelance,75,45.0,10000.0,0.0,2000,3650
790,yes,1,rent,60,33,married,no_rec,fixed,91,161.0,0.0,0.0,1700,1770
791,yes,14,owner,60,53,married,no_rec,freelance,45,65.0,3500.0,0.0,1800,1979
792,yes,1,rent,60,29,married,no_rec,fixed,84,86.0,0.0,0.0,1350,1743
793,no,18,parents,36,36,married,no_rec,freelance,60,238.0,0.0,0.0,900,2214
794,no,5,parents,60,33,married,no_rec,fixed,45,97.0,0.0,0.0,1500,1663
795,no,25,owner,48,52,married,no_rec,fixed,45,200.0,3000.0,0.0,800,1300
796,yes,1,parents,60,19,single,no_rec,fixed,45,128.0,9500.0,2800.0,1300,1540
797,no,13,owner,60,46,married,yes_rec,fixed,90,115.0,2500.0,350.0,1200,1222
798,no,0,owner,48,26,single,no_rec,fixed,35,101.0,2000.0,0.0,1000,1300
799,no,30,owner,48,66,married,no_rec,freelance,35,178.0,7000.0,0.0,1000,1108
800,no,12,owner,60,33,married,yes_rec,freelance,90,146.0,15000.0,0.0,1150,1284
801,no,8,owner,48,26,married,no_rec,freelance,90,113.0,3000.0,750.0,1200,1450
802,no,20,priv,36,46,married,no_rec,fixed,60,150.0,2000.0,0.0,910,1128
803,no,8,priv,60,47,married,no_rec,freelance,75,178.0,2500.0,0.0,1600,1661
804,yes,0,owner,60,44,divorced,yes_rec,fixed,60,60.0,4000.0,3378.0,1400,1703
805,no,20,other,60,39,married,no_rec,fixed,60,119.0,0.0,0.0,1300,1639
806,no,15,owner,48,44,married,no_rec,fixed,60,200.0,3500.0,200.0,800,1218
807,no,12,owner,36,32,married,no_rec,fixed,45,115.0,3500.0,0.0,800,1280
808,no,10,priv,36,38,married,yes_rec,fixed,60,117.0,4030.0,0.0,950,1330
809,no,9,owner,60,32,married,no_rec,fixed,75,345.0,6000.0,3300.0,700,994
810,yes,2,parents,60,35,married,yes_rec,partime,75,130.0,0.0,0.0,1450,1480
811,no,8,owner,12,29,married,no_rec,fixed,45,92.0,6000.0,2400.0,100,1492
812,yes,0,owner,60,48,married,no_rec,partime,75,100.0,7000.0,0.0,1000,1129
813,no,28,owner,48,54,married,no_rec,freelance,75,46.0,15000.0,0.0,900,1300
814,no,18,owner,48,43,single,no_rec,fixed,35,90.0,2500.0,0.0,1000,1626
815,no,3,owner,12,57,married,no_rec,fixed,45,150.0,19000.0,1408.0,550,800
816,yes,0,owner,36,39,single,no_rec,freelance,35,0.0,4000.0,0.0,1000,1210
817,no,8,owner,36,25,married,no_rec,fixed,35,185.0,3000.0,0.0,1600,2202
818,no,9,rent,48,32,married,yes_rec,fixed,87,270.0,0.0,0.0,1000,1640
819,no,8,owner,24,36,married,no_rec,fixed,60,90.0,6000.0,1500.0,900,1715
820,yes,3,parents,60,20,single,no_rec,fixed,35,94.0,0.0,0.0,1300,1365
821,no,15,parents,36,40,married,yes_rec,freelance,75,0.0,0.0,0.0,375,375
822,no,6,parents,18,25,married,no_rec,fixed,45,164.0,0.0,0.0,1250,1890
823,no,0,rent,36,42,single,yes_rec,partime,48,129.0,0.0,0.0,525,525
824,no,0,owner,12,22,single,no_rec,fixed,35,132.0,3500.0,0.0,300,509
825,no,10,other,60,57,married,no_rec,fixed,60,84.0,9000.0,0.0,1400,1423
826,no,1,owner,60,39,married,no_rec,fixed,60,210.0,2000.0,0.0,700,825
827,no,8,owner,60,36,married,no_rec,freelance,75,148.0,2600.0,0.0,1400,1775
828,no,1,rent,60,40,married,no_rec,fixed,57,120.0,0.0,0.0,1500,1737
829,yes,6,parents,60,26,single,no_rec,fixed,35,92.0,0.0,0.0,600,1300
830,no,2,owner,60,30,married,no_rec,fixed,60,154.0,3000.0,0.0,1000,1705
831,yes,19,rent,60,37,separated,yes_rec,fixed,41,63.0,0.0,0.0,2700,2957
832,no,0,owner,60,42,married,yes_rec,partime,35,90.0,3000.0,1500.0,1200,1438
833,no,15,owner,36,47,married,no_rec,fixed,75,152.0,13000.0,0.0,2700,3560
834,yes,0,other,60,26,single,no_rec,others,35,0.0,0.0,0.0,1200,1571
835,no,5,owner,60,39,married,no_rec,freelance,75,85.0,4000.0,0.0,1200,1463
836,no,3,rent,36,23,single,no_rec,fixed,50,150.0,0.0,0.0,1000,1128
837,no,16,owner,60,32,married,yes_rec,fixed,35,204.0,7000.0,0.0,1200,1503
838,no,11,owner,36,55,divorced,no_rec,fixed,35,182.0,2000.0,0.0,500,1135
839,yes,15,rent,60,33,married,yes_rec,freelance,64,36.0,0.0,0.0,1150,1150
840,yes,0,priv,36,31,married,no_rec,partime,35,202.0,6000.0,0.0,1300,1663
841,no,7,owner,24,40,married,no_rec,fixed,60,123.0,5000.0,0.0,1000,2348
842,no,30,owner,54,54,widow,no_rec,freelance,35,224.0,20000.0,0.0,1100,1603
843,yes,1,other,48,30,married,yes_rec,partime,75,77.0,0.0,0.0,1200,1300
844,no,3,parents,48,26,single,no_rec,fixed,35,200.0,0.0,0.0,1400,1500
845,yes,2,parents,54,24,single,yes_rec,freelance,35,0.0,0.0,0.0,1800,2646
846,yes,10,owner,36,40,married,no_rec,freelance,90,17.0,9000.0,0.0,450,550
847,no,12,parents,60,27,single,no_rec,fixed,35,150.0,0.0,0.0,1350,1750
848,yes,10,owner,60,47,separated,no_rec,fixed,35,229.0,7000.0,0.0,2550,3500
849,no,17,owner,48,55,married,yes_rec,freelance,60,73.0,15000.0,0.0,1900,2205
850,no,20,owner,36,63,married,no_rec,freelance,35,110.0,6000.0,0.0,1000,1675
851,no,17,other,60,46,married,no_rec,fixed,75,155.0,0.0,0.0,2000,2086
852,no,5,parents,60,32,married,no_rec,freelance,60,538.0,0.0,0.0,1400,2360
853,yes,5,rent,60,31,married,yes_rec,fixed,69,88.0,0.0,0.0,1200,1200
854,no,4,rent,48,33,married,no_rec,fixed,58,133.0,0.0,0.0,1500,1784
855,no,3,owner,36,35,married,no_rec,fixed,75,84.0,3000.0,144.0,475,800
856,no,6,other,60,33,married,no_rec,fixed,75,95.0,0.0,0.0,1200,1820
857,yes,1,other,36,40,married,yes_rec,fixed,75,150.0,0.0,0.0,800,800
858,no,7,owner,60,48,married,no_rec,freelance,60,155.0,4500.0,0.0,1400,1500
859,no,8,other,24,33,married,no_rec,fixed,75,166.0,0.0,0.0,1150,1770
860,yes,2,owner,60,32,married,no_rec,fixed,60,182.0,3000.0,350.0,1300,1662
861,yes,2,parents,60,20,single,no_rec,fixed,35,56.0,3500.0,0.0,1300,1637
862,no,1,owner,60,31,married,no_rec,partime,45,160.0,4000.0,300.0,1200,1265
863,yes,1,parents,36,23,single,no_rec,partime,35,75.0,0.0,0.0,350,425
864,no,0,owner,60,57,married,no_rec,freelance,45,200.0,3500.0,0.0,950,1070
865,no,15,owner,48,29,married,yes_rec,fixed,35,100.0,8500.0,1300.0,500,873
866,no,0,owner,24,68,married,no_rec,fixed,75,131.0,4162.0,0.0,900,1186
867,yes,0,owner,48,29,separated,no_rec,fixed,35,55.0,4000.0,0.0,757,1566
868,no,0,rent,48,23,single,no_rec,freelance,49,140.0,0.0,0.0,550,550
869,yes,20,owner,60,43,married,yes_rec,fixed,45,120.0,10000.0,0.0,2000,2700
870,no,18,owner,60,51,married,no_rec,fixed,60,205.0,8000.0,0.0,1100,1350
871,yes,1,priv,48,55,married,no_rec,fixed,60,94.0,8000.0,840.0,900,1050
872,no,15,priv,60,31,married,no_rec,fixed,60,100.0,2500.0,800.0,1000,1323
873,no,13,owner,60,45,married,no_rec,fixed,75,475.0,5000.0,0.0,1300,2300
874,no,23,rent,24,47,single,no_rec,fixed,44,86.0,0.0,0.0,350,975
875,no,16,owner,36,43,married,no_rec,fixed,90,350.0,11000.0,0.0,600,2467
876,no,28,owner,36,46,married,no_rec,fixed,75,170.0,6000.0,0.0,750,800
877,no,20,owner,60,51,married,no_rec,fixed,75,117.0,2000.0,0.0,1000,1365
878,no,30,owner,48,60,married,no_rec,freelance,60,6.0,16000.0,0.0,1200,1636
879,no,20,owner,24,45,married,no_rec,fixed,75,130.0,5000.0,0.0,450,1318
880,no,3,parents,36,29,single,no_rec,partime,35,110.0,0.0,0.0,800,1428
881,no,5,owner,60,22,single,no_rec,fixed,45,324.0,10000.0,0.0,1100,1159
882,no,7,owner,36,39,married,no_rec,freelance,75,205.0,4000.0,0.0,1300,1439
883,no,10,owner,12,42,married,yes_rec,freelance,35,105.0,4000.0,0.0,380,913
884,no,4,parents,48,21,single,no_rec,fixed,35,88.0,25000.0,0.0,1100,1200
885,no,3,owner,60,47,married,no_rec,fixed,75,300.0,8000.0,0.0,1060,1160
886,no,2,parents,24,19,single,no_rec,partime,35,50.0,50000.0,0.0,900,1472
887,no,5,owner,60,58,married,no_rec,freelance,45,93.0,45000.0,0.0,1500,2090
888,yes,11,other,60,48,married,no_rec,fixed,75,225.0,0.0,0.0,1300,1550
889,no,1,rent,6,25,single,no_rec,fixed,46,112.0,0.0,0.0,200,600
890,no,11,owner,60,30,single,no_rec,fixed,35,53.0,875.0,325.0,750,850
891,no,20,owner,60,46,single,no_rec,fixed,35,250.0,25000.0,4000.0,1450,1566
892,no,17,owner,60,51,married,no_rec,fixed,60,98.0,4000.0,0.0,860,1113
893,no,14,owner,60,64,married,no_rec,freelance,60,250.0,10000.0,0.0,700,1204
894,no,20,owner,12,49,married,no_rec,freelance,60,500.0,10000.0,0.0,1000,3081
895,no,1,parents,36,23,single,no_rec,fixed,35,55.0,5000.0,0.0,775,925
896,no,4,owner,48,29,married,no_rec,fixed,45,150.0,5000.0,3300.0,1100,1312
897,yes,8,rent,60,28,married,no_rec,fixed,53,177.0,0.0,0.0,1900,2530
898,no,15,other,36,38,married,yes_rec,freelance,90,200.0,6000.0,0.0,1550,1982
899,no,1,other,24,46,married,no_rec,partime,45,70.0,2500.0,0.0,390,590
900,no,8,owner,60,30,married,no_rec,fixed,60,106.0,7000.0,4000.0,700,999
901,no,35,owner,48,55,married,no_rec,freelance,60,84.0,13000.0,0.0,1390,1390
902,no,15,rent,18,55,married,no_rec,freelance,102,120.0,20000.0,0.0,1150,1366
903,no,3,owner,60,38,married,yes_rec,partime,75,81.0,4000.0,0.0,1000,1037
904,no,8,owner,24,30,married,yes_rec,fixed,35,340.0,1200.0,0.0,1000,1893
905,yes,4,owner,48,44,married,no_rec,freelance,60,250.0,40000.0,9300.0,700,1111
906,no,5,owner,60,36,married,yes_rec,fixed,35,205.0,9000.0,1500.0,1050,1168
907,no,8,parents,36,26,married,no_rec,freelance,45,0.0,4000.0,0.0,1000,1500
908,no,0,parents,60,22,single,no_rec,partime,35,72.0,0.0,0.0,1100,1131
909,no,24,other,36,51,married,no_rec,fixed,45,105.0,0.0,0.0,625,625
910,yes,0,other,60,33,married,yes_rec,partime,75,0.0,0.0,0.0,2000,3467
911,no,8,owner,60,34,married,no_rec,fixed,60,177.0,6300.0,4000.0,1370,1375
912,yes,2,rent,18,25,single,no_rec,partime,44,85.0,0.0,0.0,320,425
913,no,0,priv,12,39,married,no_rec,fixed,45,178.0,2000.0,0.0,150,550
914,no,2,parents,48,29,single,no_rec,fixed,35,111.0,0.0,0.0,1000,1854
915,no,1,priv,60,26,married,no_rec,fixed,45,137.0,5000.0,0.0,1350,1471
916,no,2,owner,24,20,single,no_rec,fixed,45,176.0,5000.0,0.0,700,1299
917,no,13,owner,36,59,married,yes_rec,fixed,35,170.0,6000.0,0.0,700,844
918,no,15,other,36,30,married,no_rec,fixed,45,131.0,0.0,0.0,250,1341
919,no,10,parents,24,40,married,no_rec,partime,60,116.0,2000.0,0.0,480,620
920,yes,2,owner,60,24,married,yes_rec,fixed,60,110.0,6500.0,2000.0,1450,1450
921,no,0,owner,60,25,married,no_rec,freelance,45,0.0,2500.0,0.0,1500,1812
922,yes,13,owner,54,52,married,no_rec,fixed,75,80.0,4000.0,0.0,1300,1394
923,no,1,owner,24,31,married,no_rec,fixed,35,207.0,10000.0,0.0,550,650
924,yes,4,rent,48,23,married,no_rec,freelance,52,171.0,0.0,0.0,1150,1450
925,no,3,owner,60,27,married,no_rec,fixed,35,120.0,4000.0,1500.0,1800,2090
926,no,15,owner,48,55,married,no_rec,freelance,45,88.0,15000.0,0.0,650,1243
927,no,1,owner,60,22,single,no_rec,fixed,35,300.0,4000.0,200.0,1350,1450
928,no,4,owner,60,37,married,no_rec,freelance,35,128.0,18000.0,0.0,800,1560
929,no,20,owner,18,52,married,yes_rec,fixed,75,166.0,50000.0,0.0,800,1017
930,no,20,owner,36,36,married,yes_rec,fixed,75,130.0,3500.0,0.0,1500,2000
931,no,5,owner,60,36,married,no_rec,fixed,75,107.0,12000.0,2000.0,600,1735
932,no,20,owner,6,40,married,no_rec,freelance,60,300.0,60000.0,0.0,600,1904
933,no,1,parents,48,29,single,no_rec,freelance,45,478.0,9000.0,0.0,2100,2450
934,no,28,owner,60,52,married,no_rec,fixed,35,185.0,4000.0,1000.0,900,1428
935,no,6,rent,36,36,married,yes_rec,fixed,56,208.0,0.0,0.0,600,1432
936,yes,13,other,36,35,married,no_rec,fixed,75,70.0,0.0,0.0,450,450
937,no,4,rent,36,21,married,no_rec,freelance,101,413.0,6000.0,0.0,750,850
938,yes,2,parents,36,39,married,yes_rec,fixed,60,87.0,0.0,0.0,2000,2300
939,no,1,owner,60,28,married,no_rec,others,45,148.0,4500.0,0.0,1300,1695
940,no,15,owner,18,39,married,no_rec,freelance,75,275.0,14000.0,0.0,700,2243
941,no,16,owner,36,40,married,no_rec,fixed,60,160.0,4000.0,0.0,1300,2305
942,yes,15,owner,60,52,married,yes_rec,fixed,60,130.0,4000.0,0.0,1300,1450
943,no,10,owner,60,41,married,no_rec,others,35,57.0,5000.0,0.0,1300,1863
944,no,12,parents,36,31,married,no_rec,fixed,60,160.0,3000.0,1000.0,700,1100
945,yes,2,owner,60,20,single,no_rec,fixed,35,150.0,32000.0,2000.0,1500,1599
946,no,4,owner,60,49,married,no_rec,fixed,45,123.0,5000.0,0.0,1450,1735
947,no,11,rent,60,50,married,no_rec,freelance,50,152.0,0.0,0.0,1400,1637
948,no,6,owner,36,37,married,no_rec,fixed,60,230.0,15000.0,4500.0,1740,2340
949,no,1,parents,36,21,married,no_rec,fixed,45,90.0,2000.0,0.0,1200,1350
950,no,0,owner,60,34,married,yes_rec,partime,35,165.0,8000.0,2000.0,1450,1800
951,yes,6,owner,12,36,married,yes_rec,fixed,90,78.0,6000.0,2700.0,300,500
952,no,1,priv,60,32,married,no_rec,fixed,60,140.0,4000.0,1300.0,1200,1410
953,no,14,owner,36,34,widow,no_rec,fixed,45,202.0,6500.0,0.0,350,800
954,yes,3,rent,60,34,married,yes_rec,fixed,85,100.0,0.0,0.0,1000,1600
955,no,12,rent,36,55,married,no_rec,fixed,57,115.0,0.0,0.0,800,1250
956,no,1,owner,24,38,married,no_rec,fixed,60,102.0,3500.0,0.0,850,1260
957,yes,8,parents,36,27,single,no_rec,partime,35,53.0,0.0,0.0,225,350
958,no,4,parents,36,29,single,no_rec,fixed,35,47.0,0.0,0.0,400,450
959,yes,2,rent,60,25,single,no_rec,fixed,46,107.0,0.0,0.0,1500,2189
960,no,8,parents,12,27,single,no_rec,freelance,35,150.0,3000.0,0.0,275,550
961,yes,1,parents,60,33,married,yes_rec,freelance,45,0.0,0.0,0.0,1000,1471
